source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
mb,http://www.mb.com.ph/articles/301868/2-dead-1-missing-5762-evacuated-caraga-flash-floods-landslides,3075,01/30/2011 12:00:00 AM,,"Esperanza, Agusan del Sur","February 1, 2011, 12:58pm  BUTUAN CITY, Philippines (PNA) -- With forced evacuation implemented by Surigao City and Surigao del Norte Disaster Risk Reduction Management Councils, some 4,762 individuals or about 856 families were evacuated to safer grounds in the City of Surigao, Mainit, Tubod, Claver and Gigaquit towns, claimed a report from the Office of the Civil Defense (OCD) Caraga Region.  ...   Landslides also occurred in Esperanza, Agusan del Sur and some hinterland barangays of said river town.","Esperanza, Agusan del Sur",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3075.0,Philippines,PH,Caraga,6193.0,Esperanza,20.73881,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.4908,8.572
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20090928-227355/Floodwaters-hit-Bulacan-towns,1192,09/26/2009 12:00:00 AM,,Barangay Katlubong in Buguias,"Reports reaching the Office of Civil Defense on Monday said a landslide in Barangay Katlubong in Buguias killed Quinilin Tello, 3, on Saturday.",Barangay Katlubong in Buguias,5km,landslide,tropical_cyclone,large,unknown,1.0,,Tropical Storm Ondoy (Ketsana),,,glc,1192.0,Philippines,PH,Cordillera Administrative Region,6192.0,Buguias,2.27695,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.8269,16.7432
Philippine Star,http://www.philstar.com/headlines/2015/08/22/1490819/ineng-batters-luzon-4-dead-landslides,7725,08/21/2015 12:00:00 AM,,"Sitio Tala, Barangay Namatec in Sabangan town","A certain Yckir Mayon, 10 years old, perished in a landslide in Sitio Tala, Barangay Namatec in Sabangan town early yesterday, according to Office of Civil Defense (OCD) Cordillera regional director Andrew Alex Uy.","Sitio Tala, Barangay Namatec in Sabangan town",10km,landslide,tropical_cyclone,medium,unknown,1.0,0.0,Ineng,,,glc,7725.0,Philippines,PH,Cordillera,2842.0,Sadsadan,6.36441,05/27/2016 01:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.9263,16.9379
InterAksyon,http://www.interaksyon.com/article/103305/floods-landslides-brought-by-amang-hit-bicol,6724,01/19/2015 12:00:00 AM,,Barangay Sagrada in Viga town,"In Catanduanes, a major landslide occurred in a road network in Barangay Sagrada in Viga town, and Barangay Balatohan, San Miguel town, Chief Inspector Malu Calubaquid, Philippine National Police (PNP) Bicol spokesperson, said.",Barangay Sagrada in Viga town,5km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Amang,,,glc,6724.0,Philippines,PH,Bicol,4089.0,Viga,5.51282,01/29/2015 03:11:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.2714,13.8383
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20080308-123558/Landslide-blocks-Bacolod-San-Carlos-road,474,03/07/2008 12:00:00 AM,,"San Carlos City to Bacolod City, Negros Occidental","covered 50 to 70 meters of highway, occurred at 6:30pm","San Carlos City to Bacolod City, Negros Occidental",25km,landslide,rain,medium,unknown,,,,,,glc,474.0,Philippines,PH,Western Visayas,65265.0,Talisay,0.93151,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.9747,10.7349
Inquirer.net,http://newsinfo.inquirer.net/748648/landslide-kills-young-female-lieutenant-in-quezon,9075,12/18/2015 12:00:00 AM,,"Quezon, Philippines","A young female Army lieutenant was killed in Quezon province on Wednesday night after a landslide hit the vehicle she and her colleagues were riding on their way back from Metro Manila. Second Lt. Michelle Mae Delariarte, 24, had just come back from shopping for raffle prizes in Taguig City when her vehicle was hit by a landslide in Barangay Magsaysay, Infanta. Delariarte died of severe head injuries after the Isuzu Crosswind rolled over twice due to the impact caused by the landslide. (Fatalities update: 4. Source: http://newsinfo.inquirer.net/749133/death-toll-in-quezon-landslide-rises-to-4 )","Quezon, Philippines",250km,landslide,rain,medium,unknown,4.0,2.0,,,,glc,9075.0,Philippines,PH,Mimaropa,29356.0,Atimonan,3.47472,07/21/2016 01:13:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.9162,13.9716
www.tempo.com.ph,http://www.tempo.com.ph/2013/09/man-dies-in-quezon-landslide/#.UrRzh_RDt8E,5499,09/11/2013 12:00:00 AM,,"Batangan, General Nakar, Quezon, Calabarzon","A 40-year-old man was pinned to death by a boulder during a landslide at Abaca Mountain, Barangay Batangan, General Nakar in Quezon, police reported yesterday. Reports identified the victim as Eduard Fernandez of Barangay Magsaysay, Infanta town. He died from head injuries. Police learned that the victim and his two friends sought shelter under a rocky portion of the mountain due to heavy rains at about 5 p.m. on Monday. Moments after a slide occurred, trapping them in the area. Fernandez was hit by a boulder while his two companions managed to flee. The victimÕs body was later recovered by rescuers.","Batangan, General Nakar, Quezon, Calabarzon",5km,landslide,downpour,medium,unknown,1.0,,,,,glc,5499.0,Philippines,PH,Calabarzon,2795.0,Banugao,2.58131,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.6,14.7333
abs-cbnnews,http://www.abs-cbnnews.com/nation/regions/08/15/12/helen-triggers-floods-landslides-baguio,4478,08/15/2012 12:00:00 AM,,"Honeymoon Road, Baguio City, Cordillera Administrative Region,","Tropical storm “Helen” brought heavy rains to provinces in northern Luzon on Wednesday, triggering floods and landslides. In Barangay Honeymoon, another landslide destroyed the home of the Liddawa family while they were sleeping.","Honeymoon Road, Baguio City, Cordillera Administrative Region,",5km,landslide,downpour,medium,unknown,,,,,,glc,4478.0,Philippines,PH,Cordillera Administrative Region,272714.0,Baguio,0.80827,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6003,16.4185
reliefweb,,3530,05/23/2011 12:00:00 AM,,"Maragusan, COMVAL",May 23 XI COMVAL Maragusan,"Maragusan, COMVAL",25km,landslide,tropical_cyclone,medium,unknown,0.0,,Typhoon Chedeng (Songda),,,glc,3530.0,Philippines,PH,Davao,18668.0,San Mariano,23.62322,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,126.1544,7.3521
skyscrapercity,http://www.skyscrapercity.com/showthread.php?p=65331239,2619,10/18/2010 11:00:00 PM,,Kennon Road,"Apayao’s Maranas River overflowed, obstructing traffic in a section of the Apayao-Ilocos Norte Road. Kms 668 and 672 of the Claveria-Calanasan Road are still closed due to landslides. All roads leading to Kalinga have been closed due to landslides. Kennon Rd. closed. The Mountain Province towns of Natonin, Paracelis and Sadanga have been isolated by landslides, said Edilberto Carabbacan, Cordillera director of the Department of Public Works and Highways. The OCD said road cuts closed Kilometer 400 of the Mt. Province-Ilocos Sur Road; the Mt. Province-Cagayan Road traversing the Tabuk-Enrile Road; Kilometer 410 of the Mutiti-Ampawilen Road; and Kilometer 420 of the Malanas-Mamaga Road, both in the Sadanga section of Mountain Province. Landslides also hit Kilometer 378 of the Halsema Highway (Gonogon section leading to Bontoc, Mountain Province), the main route bridging vegetable farms and the trading post at La Trinidad, Benguet. Kennon Road, a major route to and from Baguio, has been c",Kennon Road,25km,rock_fall,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2619.0,Philippines,PH,Cordillera Administrative Region,272714.0,Baguio,5.23652,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6076,16.3712
zambotimes,http://www.zambotimes.com/archives/47998-One-hurt-in-Antipolo-landslide.html,4381,06/02/2012 12:00:00 AM,,"Barangay San Roque, Antipolo City, ","Heavy rains brought about by tropical storm ""Ambo"" triggered a landslide along Cabrera Road in Barangay San Roque, Antipolo City, damaging two houses and injuring one person Saturday morning.  Supt. Rodino Elfa, Antipolo police chief, identified the victim as Francisco Gutierrez, who suffered abrasions in both legs and various parts of the body after his house was hit by the landslide. ","Barangay San Roque, Antipolo City, ",5km,landslide,tropical_cyclone,medium,unknown,,,Tropical Storm Ambro,,,glc,4381.0,Philippines,PH,Calabarzon,549543.0,Antipolo,1.93666,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.1682,14.5703
Philippine Inquirer,http://newsinfo.inquirer.net/523931/over-100-dead-in-typhoon-yolanda-onslaught-in-philippines,5627,11/08/2013 12:00:00 AM,,Leyte,"“We have reports of collapsed buildings, houses flattened to the ground, storm surges and landslides,” Philippine Red Cross chief Gwendolyn Pang told AFP, giving an assessment across the whole region.",Leyte,unknown,landslide,tropical_cyclone,very_large,unknown,,,Haiyan,,,glc,5627.0,Philippines,PH,Eastern Visayas,189090.0,Panalanoy,0.70837,01/06/2016 07:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.8442658,11.03424851
aljazeera,http://www.aljazeera.com/news/asia-pacific/2012/08/20128152050539507.html,4476,08/15/2012 12:00:00 AM,,Baguio City (full spatial extent),"Four people were killed as another tropical storm swept across the Philippines on Wednesday, triggering landslides in the mountainous north and dumping more heavy rain on the flood-battered capital. Two men suffocated to death inside a tunnel when a landslide hit a gold-rush site near the northern mountain resort of Baguio on Wednesday, while two other people drowned, authorities said.",Baguio City (full spatial extent),5km,landslide,rain,medium,unknown,4.0,,,,,glc,4476.0,Philippines,PH,Cordillera Administrative Region,272714.0,Baguio,1.47611,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5962,16.4034
GMA News,http://www.gmanews.tv/story/103079/Pregnant-woman-son-buried-alive-in-Zambo-landslide,607,06/24/2008 12:00:00 AM,,"Maasin, ZAMBOANGA city","A landslide caused by heavy rains (from typhoon Frank) buried on Tuesday a house in a remote village in this city, killing a pregnant mother and her son, an official said.","Maasin, ZAMBOANGA city",5km,landslide,tropical_cyclone,medium,unknown,2.0,,Frank,,,glc,607.0,Philippines,PH,Autonomous Region in Muslim Mindanao,2312.0,Tabiauan,21.7477,01/08/2016 05:54:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.9823,6.9517
mb,http://www.mb.com.ph/articles/301226/34242-displaced-floods-landslides-surigao-norte,3053,01/23/2011 06:00:00 PM,,"Laurel area(?) and barangay Aurora(?) , inland Taganaan(Tagana-an) municipality, Surigao del Norte","January 28, 2011  SURIGAO CITY, Philippines – Massive flooding and some landslides caused by three days of heavy rains in Surigao del Norte have displaced 8,088 families or 34, 242 persons, with damage to infrastructure and agriculture running up, disaster officials said Friday.  ...  Landslides were also reported in Laurel area in inland Taganaan town and several towns in the Dinagat Islands of that same province, Regional Director Abner M. Caga of the Philippine Information Agency (PIA) reported.  -----  Last Wednesday, government-owned radio station dxDA reported that a landslide had also occurred in Barangay Laurel, Tagana-an, Surigao del Norte at around 6:00 p.m. It said that clearing operations are being conducted by the Municipal Engineering Office.","Laurel area(?) and barangay Aurora(?) , inland Taganaan(Tagana-an) municipality, Surigao del Norte",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3053.0,Philippines,PH,Caraga,4386.0,Tagana-an,3.66577,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.5523,9.6941
sunstar,http://www.sunstar.com.ph/baguio/local-news/2011/08/01/juaning-leaves-p15m-agri-damages-170201,3848,07/27/2011 04:00:00 PM,,"Aguinaldo, Ifugao","TROPICAL Storm Juaning left five persons dead and devastated P15 million worth of agricultural products as it ravaged the Cordillera region last week.  In a report from the Office of Civil Defense-Cordillera, Director Olive Luces said four persons were killed in a mudslide in Aguinaldo, Ifugao while another one died in another mudslide in Itogon, Benguet.  Have something to report? Tell us in text, photos or videos.  At around 4 p.m. on July 27, Senior Police Officer (SPO) 2 Jeff Domingo, 48, and SPO2 Ricky Agwit, 49, were assisting a government vehicle stuck along the road at Sitio Nailagan when they were covered by cascading mud.  The bodies of the two policemen were recovered only the following day together with other two civilians who were also covered by the mudslide. The policemen will be recognized by the Police Regional Office for their heroic act, said Chief Villamor Bumanglag.  The two other retrieved bodies were identified as Bo-oy Machingi, 30, from Mahlong village and Dino","Aguinaldo, Ifugao",5km,mudslide,downpour,medium,unknown,4.0,,,,,glc,3848.0,Philippines,PH,Cordillera Administrative Region,0.0,Natonin,17.8961,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.3328,16.957
Bohol Standard,http://www.theboholstandard.com/fpage.php?issue=232&s1=3983&s2=3985&s3=&s4=1181&s5=3984&s6=&s7=1184&s8=1182&s9=&s10=&s11=&s12=1183&s13=&s14=&s15=,4018,10/16/2011 12:00:00 AM,,"Purok 7, Jagna, Bohol","Landslides struck in the barangays of this limestone-rich town and the neighboring town of Jagna apparently due to heavy down pour last week but there were no damages or injured reported. Mayor Miguelito Galindez of this town said in his text message that the landslides occurred in Balitbiton, boundary between here and Valencia town, one each in mountain barangays of Abijilan and Candanas. But he did not say whether there were casualties or injured nor damage of the farmlands. Nonstop heavy downpour for more 24 hours last week brought about by typhoon “Ramon” battered the province caused the passengers stranded in airport and sea ports as matter of public safety.Fishermen in three different areas, who experienced sea ordeal at the height of the typhoon, survived and drifted ashore and returned home safely, Coast Guard based here reported.","Purok 7, Jagna, Bohol",10km,landslide,tropical_cyclone,medium,unknown,0.0,,Ramon,,,glc,4018.0,Philippines,PH,Central Visayas,0.0,Jagna,0.48354,01/06/2016 08:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.3656,9.6515
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20091009-229200/Massive-landslide-in-Benguet-kills-26,1237,10/08/2009 12:00:00 AM,,Dominican Hill,Three people died from another landslide that hit Dominican Hill on Thursday night. Possibly Barangay Irisan,Dominican Hill,5km,landslide,tropical_cyclone,medium,unknown,3.0,,Tropical Depression Parma,,,glc,1237.0,Philippines,PH,Cordillera Administrative Region,272714.0,Baguio,1.48684,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5829,16.4072
ph.news.yahoo.com,http://ph.news.yahoo.com/four-killed-in-mindanao-landslides-085117592.html,4882,05/28/2013 12:00:00 AM,,"Kabalasan, Zamboanga Sibugay","At least four people were killed while two others are missing as rains hit different part in Mindanao, a government agency said on Saturday. The National Disaster Risk Reduction and Management Council (NDRRMC) added more than 700 families are also affected by floods and landslides cause by Intertropical Convergenze Zone (ITCZ). In an update on Friday evening, NDRRMC said minors Fatima Maghanoy, 12; Sherlyn Mae Maghanoy, 7, and Eziquil Meziah Maghanoy, 3 died in a landslide in Kabalasan, Zamboanga Sibugay. The office under the Department of National Defense, Office of Civil Defense added 50-year old Cesar Castro, 50, drowned in Quezon, Bukidnon province. NDRRMC also identified Jonie Anastacio, 45, from Sergio Osmena, Zamboanga Del Norte; and Eugene Maghanoy 9, from Kabalasan, Zamboanga Sibugay to be missing. (2nd link) THE search and retrieval operation for victims of the landslide that hit Zamboanga Sibugay ended Tuesday after the recovery of the last victim, said a police official on ","Kabalasan, Zamboanga Sibugay",25km,landslide,downpour,medium,unknown,4.0,,,,,glc,4882.0,Philippines,PH,Zamboanga Peninsula,4172.0,Katipunan,2.96613,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.3034,8.4966
